entity_code,entity_name,historical_population,historical_population_first_year,historical_population_last_year,historical_electricity_demand_per_capita,historical_electricity_demand_per_capita_first_year,historical_electricity_demand_per_capita_last_year,historical_gdp_ppp_per_capita,historical_gdp_ppp_per_capita_first_year,historical_gdp_ppp_per_capita_last_year,future_population,future_gdp_ppp_per_capita,future_electricity_demand_per_capita,area_greater_than_500_km2
USA_NH,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NJ,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NM,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NV,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NW,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NY,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_OH,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_OK,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_OR,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_PA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_RI,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_SC,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_SD,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_SE,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_SW,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_TEN,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_TEX,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_TN,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_TX,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_UT,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_VA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_VT,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_WA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_WI,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_WV,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_WY,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
UZB,Uzbekistan,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
VAT,Holy See (Vatican City State),False,,,False,,,False,,,False,False,False,False
VCT,Saint Vincent and the Grenadines,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,False,False
VEN,"Venezuela, Bolivarian Republic of",True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
VGB,"Virgin Islands, British",True,1960.0,2024.0,True,2000.0,2023.0,False,,,False,False,False,False
VIR,"Virgin Islands, U.S.",True,1960.0,2024.0,True,2000.0,2023.0,True,2002.0,2022.0,True,False,True,False
VNM,Viet Nam,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
VUT,Vanuatu,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
WLF,Wallis and Futuna,False,,,False,,,False,,,False,False,False,False
WSM,Samoa,True,1960.0,2024.0,True,2000.0,2023.0,True,1990.0,2024.0,True,True,True,True
YEM,Yemen,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
ZAF,South Africa,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
ZAF_EC,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_FS,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_GT,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_LP,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_MP,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_NC,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_NL,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_NW,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZAF_WC,Subdivision of South Africa,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
ZMB,Zambia,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
ZWE,Zimbabwe,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
